cd	track	track_title	recording_title	chorale	recording_id
4	6	Christ ist erstanden (Cantata BWV66)	Christ ist erstanden, Cantata BWV 66	37	7ffa2392-9ee8-4985-b2a7-1f4672ab75c5
4	7	Christ lag in Todesbanden BWV277	Christ lag in Todesbanden, BWV 277	38	d6466ebd-c584-4f41-9c2d-52c3f19cf440
4	8	Christ lag in Todesbanden BWV278	Christ lag in Todesbanden, BWV 278	39	1f705286-a944-4301-8042-7f4bb12e157a
4	9	Christ lag in Todesbanden BWV279	Christ lag in Todesbanden, BWV 279	40	b3064346-2811-483e-9402-3ab80f2e90c2
4	10	Christ lag in Todesbanden (Cantata BWV4)	Christ lag in Todesbanden, Cantata BWV 4	41	82b49b79-a454-47ca-a046-44f7e0be374b
4	11	Christus, der uns selig macht ZBWV283)	Christus, der uns selig macht, BWV 285	48	92798cf2-8337-4d6e-908d-da01d3d04310
4	12	Christus, der uns selig macht (Johannes-Passion BWV245)	Christus, der uns selig macht, St. John Passion BWV 245	49	0ac512c8-86a7-4ec0-9e90-1d06bacfdf9a
4	13	Christus, der uns selig macht (Johannes-Passion)	Christus, der uns selig macht, St. John Passion	50	2d72ac32-4dc2-48ea-8923-092323882f06
4	14	Christus ist erstanden, hat überwunden BWV284	Christus ist erstanden, hat überwunden, BWV 284	51	e089ffbd-53cb-4c93-bc54-94780259f24d
4	15	Da der Herr Christ zu Tische saß BWV285	Da der Herr Christ zu Tische saß, BWV 285	52	3bd92fe5-5703-4c2c-8621-34f722d96266
4	16	Des heil.gen Geistes reiche Gnad. BWV205	Des heil'gen Geistes reiche Gnad', BWV 205	63	5f875f1d-e11c-4bec-9346-b89b67617b2a
4	17	Du grosser Schmerzensmann BWV300	Du grosser Schmerzensmann, BWV 300	70	e0ce0d14-e236-487f-b5a5-1dcf2d25aa07
4	18	Ermuntre dich, mein schwacher Geist (Cantata BWV43)	Ermuntre dich, mein schwacher Geist, Cantata BWV 45	81	d2803e59-cf70-4f0c-9195-09ff94be1057
4	19	Erschienen ist der herrlich. Tag (Cantata BWV67)	Erschienen ist der herrlich' Tag, Cantata BWV 67	83	e47b9a7a-f1e0-4c8a-ae1c-b723de38c7bf
4	20	Erschienen ist der herrlich. Tag (Cantata BWV145)	Erschienen ist der herrlich' Tag, Cantata BWV 145	84	aa157d5d-36ab-4ee0-aa7d-d556921ddadd
4	21	Erstanden ist der heilig. Christ BWV306	Erstanden ist der heilig' Christ, BWV 306	85	a5438847-3851-4909-9ab9-a4ce6be90aba
4	22	Es ist das Heil uns kommen her (Cantata BWV9)	Es ist das Heil uns kommen her, Cantata BWV 9	87	a42213af-2341-43f8-bc0f-b6645c15f916
4	23	Es ist das Heil uns kommen her (Cantata BWV155)	Es ist das Heil uns kommen her, Cantata BWV 155	88	1e475fe4-097f-4335-9042-de68d29c4f5d
4	24	Gott sei gelobet und gebenedeiet BWV322	Gott sei gelobet und gebenedeiet, BWV 322	119	4070a7e2-a4a4-40af-8436-d8391f10b7ef
4	25	Herzlich lieb hab. ich dich, o Herr (Johannes-Passion)	Herzlich lieb hab' ich dich, o Herr, St. John Passion	154	0fc064d1-7100-459a-8ade-3a0db1334dd3
4	26	Herzlich thut mich verlangen (Matthäus-Passion BWV244)	Herzlich thut mich verlangen, St. Matthew Passion BWV 244	163	76db0362-aa33-4aac-8adf-40453f8f7200
4	27	Herzlich thut mich verlangen (Matthäus-Passion)	Herzlich thut mich verlangen, St. Matthew Passion	162	f758190d-4597-4721-93ff-82f6b66f819f
4	28	Herzliebster Jesu, was hast du verbrochen (Matthäus-Passion)	Herzliebster Jesu, was hast du verbrochen, St. Matthew Passion	166	ccd3dec4-b846-4379-8c80-bb66d5f8e46b
4	29	Herzliebster Jesu, was hast du verbrochen (Matthäus-Passion)	Herzliebster Jesu, was hast du verbrochen, St. Matthew Passion	167	cc61d559-212b-4874-b3c4-1d7ecabc1781
4	30	Herzliebster Jesu, was hast du verbrochen (Johannes-Passion)	Herzliebster Jesu, was hast du verbrochen, St. John Passion	168	083f1d81-8ed7-41be-bf18-b6711b966288
4	31	Herzliebster Jesu, was hast du verbrochen (Johannes-Passion)	Herzliebster Jesu, was hast du verbrochen, St. Matthew Passion	169	cd290444-ca5e-424b-826c-91a06b645c31
4	32	Heut. ist, o Mensch, ein großer Trauertag BWV341	Heut' ist, o Mensch, ein großer Trauertag, BWV 341	170	070d8ee1-9680-4db7-8a32-4c377e62c2b4
4	33	Heut. triumphieret Gottes Sohn BWV342	Heut' triumphieret Gottes Sohn, BWV 342	171	ad474c5b-00ff-409e-a5c9-11ba6f6313da
4	34	Jesu Leiden, Pein und Tod (Johannes-Passion)	Jesu Leiden, Pein und Tod, St. John Passion	192	546abaca-a3b3-46c6-974e-c1e916921de8
4	35	Jesu Leiden, Pein und Tod (Johannes-Passion)	Jesu Leiden, Pein und Tod, St. John Passion	193	7ed812d3-1b74-464c-a3bc-2e17b82535b9
4	36	Jesu Leiden, Pein und Tod (Cantata BWV159)	Jesu Leiden, Pein und Tod, Cantata BWV 159	194	570cf8f9-5d4d-46eb-bfad-9fe50fcc6d96
4	37	Jesus Christus, unser Heiland BWV363	Jesus Christus, unser Heiland, BWV 363	206	1254cd37-a9ae-44f9-8fcd-fb69d9f2901b
4	38	Jesus Christus, unser Heiland BWV364	Jesus Christus, unser Heiland, BWV 364	207	82edc268-b5ba-4dbd-a1d1-38366be23510
4	39	Jesus, meine Zuversicht (Cantata BWV145)	Jesus, meine Zuversicht, Cantata BWV 145	209	b4a0b18d-1fc2-4278-82ea-d734ceb8c621
4	40	In dich hab. ich gehoffet, Herr (Matthäus-Passion)	In dich hab' ich gehoffet, Herr, St. Matthew Passion	213	49350695-76f6-41d6-acdc-a48e43e70682
4	41	Mach.s mit mir, Gott, nach deiner Güt. (Johannes-Passion)	Mach's mit mir, Gott, nach deiner Güt', St. John Passion	239	fc93035f-6bc3-4e1e-b018-7ed0d86f5ae4
4	42	Meinen Jesum lass. ich nicht (Matthäus-Passion)	Meinen Jesum lass' ich nicht, St. Matthew Passion	247	65a7ec50-0bb7-42f9-95b2-8d1dabc7bbb9
4	43	O Herzensangst, o Bangigkeit und Zagen BWV400	O Herzensangst, o Bangigkeit und Zagen, BWV 400	284	af98cdfa-914a-4e59-8b7d-b5fe732ae132
4	44	O Lamm Gottes, unschuldig BWV401	O Lamm Gottes, unschuldig, BWV 401	285	7840fc33-683c-43de-a275-e1c57b10b129
4	45	O Mensch, bewein. dein Sünde groß BWV402	O Mensch, bewein' dein Sünde groß, BWV 402	286	80b9aaf3-97fa-49c7-980f-4f3dc8dfb2a9
4	46	O Mensch, schau Jesum Christum an BWV403	O Mensch, schau Jesum Christum an, BWV 405	287	2d7bc3f1-a63e-4a9c-84ba-4d44f7ea8158
4	47	O Traurigkeit, o Herzeleid BWV404	O Traurigkeit, O Herzeleid, BWV 404	288	22d4c7af-b562-4a89-b20b-ebf913c0f2ba
4	48	O Welt, ich muß dich lassen BWV394	O Welt, ich muß dich lassen, BWV 394	290	30df5cf4-66cc-4f41-8038-74d8681112ba
4	49	O Welt, ich muß dich lassen (Matthäus-Passion)	O Welt, ich muß dich lassen, St. Matthew Passion	294	10a32d79-e3e7-483a-95ff-069b7b34dff0
4	50	O Welt, ich muß dich lassen (Johannes-Passion)	O Welt, ich muß dich lassen, St. John Passion	293	9d9827e7-76c6-4433-b2d3-8c1fc79fa4ba
4	51	O Welt, ich muß dich lassen (Matthäus-Passion)	O Welt, ich muß dich lassen, St. Matthew Passion	292	d4252d86-936c-437e-a477-e094fb30807a
4	52	O wir armen Sünder BWV407	O wir armen Sünder, BWV 407	301	ebf49c14-198e-4e26-b0b3-4d61790bd582
4	53	Schaut, ihr Sünder BWV408	Schaut, ihr Sünder, BWV 408	303	8dd9af6b-91a3-4c18-9b53-7ef6486ef0e7
4	54	Sei gegrüßet, Jesu gütig BWV410	Sei gegrüßet, Jesu gütig, BWV 410	307	c27ad9ae-8950-4515-afcb-f89729fa9b91
4	55	So giebst du nun, mein Jesu, gute Nacht BWV412	So giebst du nun, mein Jesu, gute Nacht, BWV 412	310	a523ed2b-402b-43ff-a355-aeaab3efdf64
4	56	Valet will ich dir geben (Johannes-Passion)	Valet will ich dir geben, St. John Passion	315	b7ffd162-21d2-47c3-96f4-8cf5732e3911
5	1	Ach bleib bei uns, Herr Jesu Christ BWV253	Ach bleib bei uns, Herr Jesu Christ, BWV 253	1	688b2af6-8cbd-487c-bfb8-b36a6517dfc5
5	2	Ach Gott, erhör. mein Seufzen! BWV254	Ach Gott, erhör' mein Seufzen!, BWV 254	2	3ddc5341-a4b8-4124-a9bd-4f7da057bf8a
5	3	Ach Gott und Herr BWV255	Ach Gott und Herr, BWV 255	3	bd76aab5-038c-40d5-a878-862862fab963
5	4	Ach Gott, vom Himmel sieh. darein (Cantata BWV153)	Ach Gott, vom Himmel sieh' darein, Cantata BWV 153	5	800bbab5-df54-456b-b7f9-c49508e325f6
5	5	Ach Gott, wie manches Herzeleid (Cantata BWV3)	Ach Gott, wie manches Herzeleid, Cantata BWV 3	8	6160795c-eb7e-4b9f-b193-6e84474f28ae
5	6	Ach, was soll ich Sünder machen BWV259	Ach, was soll ich Sünder machen, BWV 259	10	67de9b8d-6588-45fc-9bb7-c0a042ed4194
5	7	Allein zu dir, Herr Jesu Christ BWV261	Allein zu dir, Herr Jesu Christ, BWV 261	15	97d6648b-e288-4e83-bf9d-d14949c355c3
5	8	Alle Menschen müssen sterben (Cantata BWV162)	Alle Menschen müssen sterben, Cantata BWV 162	18	4dac9f80-29f4-47b1-afdd-ee180ea8ffb1
5	9	Auf, auf, mein Herz, und du mein ganzer Sinn BWV268	Auf, auf, mein Herz, und du mein ganzer Sinn, BWV 268	24	ca1c23fa-466a-42f4-b875-fffe7c33b8ec
5	10	Auf meinen lieben Gott (Cantata BWV188)	Auf meinen lieben Gott, Cantata BWV 188	25	c7197014-16db-45a4-9966-04773d91969c
5	11	Auf meinen lieben Gott (Cantata BWV89)	Auf meinen lieben Gott, Cantate BWV 89	26	e91fa7d6-2ec4-4a22-98a7-667fc1a18817
5	12	Auf meinen lieben Gott (Cantata BWV5)	Auf meinen lieben Gott, Cantata BWV 5	28	0ff983dc-1628-491c-a399-009e8f0ba428
5	13	Auf meinen lieben Gott (Cantata BWV148)	Auf meinen lieben Gott, Cantate BWV 148	29	83a82f36-81d5-4a22-8fd9-c9f4ecb19290
5	14	Aus meines Herzens Grunde BWV269	Aus meines Herzens Grunde, BWV 269	30	5d43a970-4140-4053-8535-6372d668cf9d
5	15	Aus tiefer Noth schrei ich zu dir (Cantata BWV38)	Aus tiefer Noth schrei ich zu dir, Cantata BWV 38	31	6bf4eb56-55e7-410a-8c8d-a6ec8bcf0e04
5	16	Befiehl du deine Wege BWV272	Befiehl du deine Wege, BWV 272	32	15507800-46ff-4eee-ae12-f0f68974f6dd
5	17	Christ, der du bist der helle Tag BWV273	Christ, der du bist der helle Tag, BWV 275	33	565048ce-d9cf-4cdf-a462-8370def8f6fe
5	18	Christe, der du bist Tag und Licht BWV274	Christe, der du bist Tag und Licht, BWV 274	34	bcd3f33f-7372-49db-84ac-d6ea0f663f6a
5	19	Christe, du Beistand deiner Kreuzgemeinde BWV275	Christe, du beistand deiner Kreuzgemeinde, BWV 275	35	f566c96b-26b3-4cd6-9d70-bdfbcc438d4b
5	20	Christ, unser Herr, zum Jordan kam BWV280	Christ, unser Herr, zum Jordan kam, BWV 280	43	fd83880b-44b7-42a8-b9f2-5e83b3e71a3b
5	21	Christ, unser Herr, zum Jordan kam (Cantata BWV176)	Christ, unser Herr, zum Jordan kam, Cantata BWV 176	45	1e615e6d-8f9d-439d-9be3-443b6f865184
5	22	Christus, der ist mein Leben BWV281	Christus, der ist mein Leben, BWV 281	46	cf179fc8-80de-4953-987a-574fddc3ce9f
5	23	Christus, der ist mein Leben BVW282	Christus, der ist mein Leben, BWV 282	47	7face35d-fdb1-4f45-aff6-180c1dba6bdd
5	24	Danket dem Herrn, denn er ist freundlich BWV286	Danket dem Herrn, denn er ist freundlich, BWV 286	53	a5b5b0f9-82e3-49f8-b3df-22caea2c1a53
5	25	Dank sei Gott in der Höhe BWV287	Dank sei Gott in der Höhe, BWV 287	54	dfc53950-3c47-461a-928f-38ef6b2ee92c
5	26	Das alte Jahr vergangen ist BWV288	Das alte Jahr vergangen ist, BWV 288	55	ffe40ee9-a041-4063-ab33-d42a7738ff69
5	27	Das walt. Gott Vater und Gott Sohn BWV290	Das walt' Gott Vater und Gott Sohn, BWV 290	58	8d9316d3-45e0-411e-ae9b-8c62712b1a61
5	28	Das walt. mein Gott BWV291	Das walt' mein Gott, BWV 291	59	76a7fe9c-d637-4770-8bad-b475ce20efa9
5	29	Den Vater dort oben BWV292	Den Vater dort oben, BWV 292	60	9fa36f94-13f8-44b1-a156-e1340e6323b0
5	30	Der du bist drei in Einigkeit BWV293	Der du bist drei in Einigkeit, BWV 295	61	5b4d3d24-3a03-43b3-9ac3-68605de980bf
5	31	Die Nacht ist kommen BWV296	Die nacht ist kommen, BWV 296	64	6ee85743-c42b-4f73-9ac2-02a1b4747052
5	32	Die Sonn. hat sich mit ihrem Glanz BWV297	Die Sonn' hat sich mit ihrem Glanz, BWV 297	65	cfff8cf3-e438-4034-92e8-7b0dc453fb6e
5	33	Dir, dir, Jehova, will ich singen BWV299	Dir, dir, Jehova, will ich singen, BWV 299	67	85be0286-3b51-4d03-a2a5-5a54c3bac710
5	34	Du Friedefürst, Herr Jesu Christ (Cantata BWV67)	Due Friedefürst, Herr Jesu Christ, Cantata BWV 67	68	3a01bbc3-a543-4c07-b603-00d821072266
5	35	Du Friedefürst, Herr Jesu Christ (Cantata BWV116)	Due Friedefürst, Herr Jesu Christ, Cantata BWV 116	69	477f8e79-f133-4674-b70d-4cb93f56c3c5
5	36	Du, o schönes Weltgebäude BWV301	Du, o schönes Weltgebäude, BWV 301	71	f1c3c099-e541-493d-a716-9535ee8f3cd5
5	37	Du, o schönes Weltgebäude (Cantata BWV56)	Du, o schönes Weltgebäude, Cantata BWV 56	72	3cd8e56a-f820-4f0b-8124-daabd05c95ec
5	38	Durch Adams Fall ist ganz verderbt (Cantata BWV18)	Durch Adams Fall ist ganz verderbt, Cantata BWV 18	73	45e0dd14-4425-4eb9-8891-b7e4c7bd91c5
5	39	Ein. feste Burg ist unser Gott BWV302	Ein' feste Burg ist unser Gott, BWV 302	74	ec595aa2-1332-4f85-a9cf-c64c527d6c2b
5	40	Ein. feste Burg ist unser Gott BWV303	Ein' feste Burg ist unser Gott, BWV 303	75	5368cf02-1951-41cb-937f-9fcbe4fb2243
5	41	Ein. feste Burg ist unser Gott (Cantata BWV80)	Ein' feste Burg ist unser Gott, Cantata BWV 80	76	d9ca4e75-62d1-4aca-a7af-86a5b5afc32e
5	42	Eins ist noth, ach Herr, dies Eine BWV304	Eins ist noth, ach Herr, dies Eine, BWV 304	77	1d67371c-3f4d-4880-b3ca-a68f89d416b7
5	43	Erbarm. dich mein, o Herre Gott BWV305	Erbarm' dich mein, o Herre Gott, BWV 305	78	1ea42cd0-2480-429a-ae44-4bf67ccc547a
5	44	Erhalt. uns, Herr, bei deinem Wort (Cantata BWV6)	Erhalt' uns, Herr, bei deinem Wort, Cantata BWV 6	79	352cbd31-052c-44ac-9820-9b6d359625ea
5	45	Es ist das Heil uns kommen her (Cantata BWV117)	Es ist das Heil uns kommen her, Cantata BWV 117	90	c56708c4-ec08-449f-b8a0-deeabd0d8f59
5	46	Es ist genug; so nimm, Herr, meinen Geist (Cantata BWV60)	Es ist genug; so nimm, Herr, meinen Geist, Cantata BWV 60	91	c5715301-2a29-4ad9-aff1-3990a410e867
5	47	Es spricht der Unweisen Mund wohl BWV308	Es spricht der Unweisen Mund wohl, BWV 308	92	847d1825-f992-45ae-a6a7-d9834191f28e
5	48	Es steh.n vor Gottes Throne BWV309	Es steh'n vor Gottes Throne, BWV 309	93	a5fdbae3-4f01-42df-ac69-bcbc318e6ecc
5	49	Es wir schier der letzte Tag herkommen BWV310	Es wir schier der letzte Tag herkommen, BWV 310	94	219dd179-fb8c-4d0c-9f68-58afb3e2d16f
5	50	Es woll. uns Gott genädig sein BWV312	Es woll' uns Gott genädig sein, BWV 312	96	66f26f41-036e-4460-8929-3f8bf70c9362
5	51	Freu dich sehr, o meine Seel (Cantata BWV70)	Freu dich sehr, o meine Seel, Cantata BWV 70	98	f2fdd774-8ddd-44b8-b576-d20b80470a09
5	52	Freu dich sehr, o meine Seele (Cantata BWV39)	Freu dich sehr, o meine Seele, Cantate BWV 39	104	e0ad7af6-5f1a-45ca-babd-05bc10a1e5e5
5	53	Gib dich zufrieden und sei stille BWV315 1.07(Johannes-Passion)	Gib dich zufrieden und sei stille, BWV 315	111	f630c8b6-1b86-4c7e-a6aa-853bb16b7215
6	1	Gott, der du selber bist das Licht BWV316	Gott, der du selber bist das Licht, BWV 316	112	51f860ec-fbf0-49e0-a849-5b6244688bb1
6	2	Gott hat das Evangelium BWV319	Gott hat das Evangelium, BWV 319	116	16a117c9-2972-44f9-906f-5f0ecc0a9cc5
6	3	Gott lebet noch BWV320	Gott lebet noch, BWV 320	117	613f52d7-3d11-4c3a-b1a9-d560f0197868
6	4	Gottlob, es geht nunmehr zu Ende BWV321	Gottlob, es geht nunmehr zu Ende, BWV 321	118	f980a618-5976-485d-b962-078442593e95
6	5	Helft mir Gott.s Güte preisen (Cantata BWV16)	Helft mir Gott's Güte preisen, Cantata BWV 16	125	fb1ba6df-cbb7-4605-be04-85d7a3b4089b
6	6	Helft mir Gott.s Güte preisen (Cantata BWV183)	Helft mir Gott's Güte preisen, Cantata BWV 185	126	47fc7428-545f-48e9-a74b-a9491b51b639
6	7	Herr Christ, der einig. Gott.s Sohn (Cantata BWV164)	Herr Christ, der einig' Gott's Sohn, Cantata BWV 164	127	6feb5c97-9b02-4c54-999a-a550e1fe8408
6	8	Herr Christ, der einig. Gott.s Sohn (Cantata BWV96)	Herr Christ, der einig' Gott's Sohn, Cantata BWV 96	128	83b21c0c-fb5f-4b90-87dc-6a8d735e8ac6
6	9	Herr Gott, dich loben alle wir BWV326	Herr Gott, dich loben alle wir, BWV 326	129	bca87785-008b-447f-8da8-04edca04bc56
6	10		Herr Gott, dich loben alle wir BWV327	132	bed3e181-b12b-4948-8229-2b569ff901dc
6	11	Herr Gott, dich loben alle wir BWV328	Herr Gott, dich loben alle wir, BWV 328	133	2f4e5c19-a8ac-41a5-9627-a2aea15593f7
6	12	Herr Gott, dich loben wir (Cantata BWV119)	Herr Gott, dich loben wir, Cantata BWV 119	134	d4c9e390-b9bf-41bd-91dc-92c605fa1c27
6	13	Herr Gott, dich loben wir (Cantata BWV120)	Herr Gott, dich loben wir, Cantata BWV 120	135	0dbe21d7-1fb9-490d-bb5e-15c1018a8274
6	14	Herr, ich denk. an jene Zeit BWV329	Herr, ich denk' an jene Zeit, BWV 329	136	fe5ca170-13ed-4ed9-9b7c-bfe9f622fdd0
6	15	Herr, ich habe mißgehandelt BWV330	Herr, ich habe mißgehandelt, BWV 330	137	199eae1c-7f07-4a56-8eb1-646e94437abb
6	16	Herr Jesu Christ, dich zu uns wend. BWV332	Herr Jesu Christ, dich zu uns wend', BWV 332	139	8930d926-7be1-412d-8ec2-2bf4dc283463
6	17	Herr Jesu Christ, du hast bereit.t BWV333	Herr Jesu Christ, du hast bereit't, BWV 333	140	81d74e38-7b5b-443d-a3d0-228a4d05118d
6	18	Herr Jesu Christ, du höchstes Gut BWV334	Herr Jesu Christ, du höchstes Gut, BWV 334	141	274c2d22-ebc7-42af-b90c-b0f6eb93ecec
6	19	Herr Jesu Christ, du höchstes Gut (Cantata BWV168)	Herr Jesu Christ, du höchstes Gut, Cantata BWV 168	143	fc2f35db-48dc-422d-8878-12d7457f9962
6	20	Herr Jesu Christ, du höchstes Gut (Cantata BWV48)	Herr Jesu Christ, du höchstes Gut, Cantata BWV 48	144	bbede569-c519-4d47-a8a5-7b38d9d42bb2
6	21	Herr Jesu Christ, mein.s Lebens Licht BWV335	Herr Jesu Christ, mein's Lebens Licht, BWV 335	145	a81f996e-6799-4802-86c9-cf554102e65c
6	22	Herr Jesu Christ, wahr.r Mensch und Gott (Cantata BWV127)	Herr Jesu Christ, wahr'r Mensch und Gott, Cantata BWV 127	147	d834a915-9dec-4f79-884b-0855a62133a9
6	23	Herr, nun laß in Friede BWV337	Herr, nun laß in Friede, BWV 337	148	bf365bdd-2e7c-48f0-ab12-c5d3815c8c3d
6	24	Herr, straf . mich nicht in deinem Zorn BWV338	Herr, straf' mich nicht in deinem Zorn, BWV 338	149	77f2f5f8-17f1-4d0d-9f9c-44ae95e6857d
6	25	Herr, wie du willst, so schick.s mit mir (Cantata BWV156)	Herr, wie du willst, so schick's mit mir, Cantata BWV 156	150	4e300690-ba0e-407a-872c-7c209fe975a3
6	26	Herr, wie du willst, so schick.s mit mir BWV339	Herr, wie du willst, so schick's mit mir, BWV 339	151	79cfa1f0-eed0-4c5d-9913-17f56fb70095
6	27	Herzlich lieb hab. ich dich, o Herr BWV340	Herzlich lieb hab' ich dich, o Herr, BWV 340	152	f3183ede-0b73-4fe6-b5a0-17972b764740
6	28	Herzlich lieb hab. ich dich, o Herr (Cantata BWV174)	Herzlich lieb hab' ich dich, o Herr, Cantata BWV 174	153	173b8b0c-15d5-42e5-b396-6a8ea3c13c96
6	29	Herzlich thut mich verlangen (Cantata BWV153)	Herzlich thut mich verlangen, Cantata BWV 153	160	1ee335df-5739-48ad-a54d-dc8a2c32ddb4
6	30	Hilf, Gott, daß mir.s gelinge BWV343	Hilf, Gott, daß mir's gelinge, BWV 343	172	fd9113db-b146-482f-8755-c26bc40d40af
6	31	Hilf, Herr Jesu, laß gelingen BWV344	Hilf, Herr Jesu, laß gelingen, BWV 344	173	5957eeb6-1640-4e04-a2ee-f9a842d1c59b
6	32	Ich bin ja, Herr, in deiner Macht BWV345	Ich bin ja, Herr, in deiner Macht, BWV 345	174	cc01f4f9-3c26-4b98-b474-f5d7dafc2c81
6	33	Ich dank. dir, Gott, für all. Wohlthat BWV346	Ich dank' dir, Gott, für all' Wohlthat, BWV 346	175	9c06b25b-3bfa-4bd4-a64a-00c3cc588fbc
6	34	Ich dank. dir, lieber Herre BWV347	Ich dank' dir, lieber Herre, BWV 347	176	ab148a83-d36c-4c5d-a912-999665837b6a
6	35	Ich dank. dir, lieber Herre BWV348	Ich dank' dir, lieber Herre, BWV 348	177	cd424ddd-a821-4a20-83fb-248abf9cf87b
6	36	Ich dank. dir, lieber Herre (Cantata BWV37)	Ich dank' dir, lieber Herre, Cantata BWV 37	178	d33456e0-c43d-458d-99d0-804b0be530b0
6	37	Ich dank. dir schon durch deinen Sohn BWV349	Ich dank' dir schon durch deinen Sohn, BWV 349	179	c1fb4b8f-21c8-46f6-b2b0-ffd3b2fba107
6	38	Ich danke dir, o Gott, in deinem Throne BWV350	Ich danke dir, o Gott, in deinem Throne, BWV 350	180	ade28b1f-34ba-43b7-803b-b5c2d0c3057c
6	39	Ich hab. mein. Sach. Gott heimgestellt BWV351	Ich hab' mein' Sach' Gott heimgestellt, BWV 351	182	56b95473-d5e6-4c52-8a3c-4b59874c4eb0
6	40	Ich ruf . zu dir, Herr Jesu Christ (Cantata BWV177)	Ich ruf' zu dir, Herr Jesu Christ, Cantata BWV 177	183	499d41fa-77ad-43fa-9a10-eb663d73fc71
6	41	Jesu, der du meine Seele BWV352	Jesu, der du meine Seele, BWV 352	185	a4199a49-b358-4e1f-9fa8-c0754cb0970d
6	42	Jesu, der du meine Seele BWV353	Jesu, der du meine Seele, BWV 353	186	9d8a11d8-c9ea-4ba8-9022-0c3dfdd96d7c
6	43	Jesu, der du meine Seele BWV354	Jesu, der du meine Seele, BWV 354	187	850b9d72-f858-4e6b-8fa0-5862df00a906
6	44	Jesu, der du meine Seele (Cantata BWV78)	Jesu, der du meine Seele, Cantata BWV 78	188	c509cf6d-5cf7-43cb-9681-a32cb22b1425
6	45	Jesu, der du selbst so wohl BWV355	Jesu, der du selbst so wohl, BWV 355	189	6c4437fa-11bc-45d0-8001-b2dea16b99ad
6	46	Jesu, du mein liebstes Leben BWV356	Jesu, du mein liebstes Leben, BWV 356	190	b76020f3-3d45-4cef-b445-4d5de31aa55e
6	47	Jesu, Jesu, du bist mein BWV357	Jesu, Jesu, du bist mein, BWV 357	191	9f0684d8-6a1d-43e5-a79d-9718bb4b5a58
6	48	Jesu, meine Freude BWV358	Jesu, meine Freude, BWV 358	195	d68bdd74-31d5-430d-a660-9dc6c484bd80
6	49	Jesu, meine Freude BWV227	Jesu, meine Freude, BWV 227	196	1b8f7745-d471-4a7f-bc64-b9cf58c639f2
6	50	Jesu, meine Freude (Cantata BWV8)	Jesu, meine Freude, Cantata BWV 81	197	8c92113b-aebe-4e9c-982c-665bf6470ce3
